id_seller,username,nama_toko,level_toko,premium_toko,id_produk,nama_produk,kategori,kondisi,rating,jumlah_rating,stok,jumlah_interest,jumlah_sold,jumlah_view,harga,harga_asli,diskon,deskripsi
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3ulaf1q,BPOM Habbatussauda Extra Propolis Trigona Kapsul Zaitun - Black garlic Propolis Trigona - Obat Kolesterol - Asam Urat - Nyeri Sendi - Darah Tinggi,Produk Kesehatan Lainnya,Baru,4.9,126,9460643,142,335789,0,57300,57300,0,"Habbatussauda Extra Propolis Trigona 100 Kapsul<br><br/><br><br/>Manfaat dan Kegunaan :<br><br/>- Sebagai antibiotik alami<br><br/>- Membantu mengatasi stroke, gangguan jantung<br><br/>- Mengatasi rheumatik, asam urat, nyeri sendi<br><br/>- Menormalkan kolesterol, asam lambung<br><br/>- Mengatasi radang tenggorokan, TBC, Paru-Paru<br><br/>- Membuang racun dalam tubuh / detoksifikasi<br><br/>- Mengobati tekanan darah tinggi (Hipertensi)<br><br/>- Meningkatkan ASI pada ibu menyusui<br><br/>- Mengatasi impotensi, lemah syahwat<br><br/>- Mengatasi gangguan ginjal, liver<br><br/>- Mengatasi alergi, kulit gatal-gatal, exim<br><br/>- Mengobati wasir/ambeien, diabetes melitus, dll.<br><br/><br><br/>Komposisi :<br><br/>- Habbatussauda (Jintan Hitam)<br><br/>- Minyak Zaitun (Olive Oil)<br><br/>- Propolis Trigona<br><br/>- Madu Murni<br><br/><br><br/>Aturan Pakai :<br><br/>- Dewasa : 2-3 kapsul pagi dan sore<br><br/>- Anak-anak : 1-2 kapsul pagi dan sore<br><br/><br><br/>Dinkes. P.IRT 212331304338<br><br/>Sert. Halal Cangkang Kapsul MUI No.00140016360701<br><br/>Diproduksi oleh : UMS Indonesia"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3ula6cy,BPOM Minyak Habbatussauda Extra Propolis Trigona Kapsul HABBASYI Propolis Trigona - Obat Kolesterol - Asam Urat - Nyeri Sendi - Darah Tinggi,Produk Kesehatan Lainnya,Baru,5,52,9460792,64,335643,0,57300,57300,0,"Habbatussauda Extra Propolis Trigona 100 Kapsul<br><br/><br><br/>Manfaat dan Kegunaan :<br><br/>- Sebagai antibiotik alami<br><br/>- Membantu mengatasi stroke, gangguan jantung<br><br/>- Mengatasi rheumatik, asam urat, nyeri sendi<br><br/>- Menormalkan kolesterol, asam lambung<br><br/>- Mengatasi radang tenggorokan, TBC, Paru-Paru<br><br/>- Membuang racun dalam tubuh / detoksifikasi<br><br/>- Mengobati tekanan darah tinggi (Hipertensi)<br><br/>- Meningkatkan ASI pada ibu menyusui<br><br/>- Mengatasi impotensi, lemah syahwat<br><br/>- Mengatasi gangguan ginjal, liver<br><br/>- Mengatasi alergi, kulit gatal-gatal, exim<br><br/>- Mengobati wasir/ambeien, diabetes melitus, dll.<br><br/><br><br/>Komposisi :<br><br/>- Habbatussauda (Jintan Hitam)<br><br/>- Minyak Zaitun (Olive Oil)<br><br/>- Propolis Trigona<br><br/>- Madu Murni<br><br/><br><br/>Aturan Pakai :<br><br/>- Dewasa : 2-3 kapsul pagi dan sore<br><br/>- Anak-anak : 1-2 kapsul pagi dan sore<br><br/><br><br/>Dinkes. P.IRT 212331304338<br><br/>Sert. Halal Cangkang Kapsul MUI No.00140016360701<br><br/>Diproduksi oleh : UMS Indonesia"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3ul9i6o,BPOM Minyak Habbatussauda Extra Propolis Trigona Kapsul Habbatusauda Propolis Trigona - Obat Kolesterol - Asam Urat - Nyeri Sendi - Darah Tinggi,Produk Kesehatan Lainnya,Baru,4.8,26,9566341,40,230096,0,57300,57300,0,"Minyak Habbatussauda Alya<br><br/>Isi : 100 Kapsul<br><br/>Diproduksi Oleh : Cv. Syifa Herba Alami<br><br/>BPOM TR : 193335021<br><br/><br><br/><br><br/>Habbat Alya adalah minyak Habbatusauda Habbasyah yang diolah dan dibentuk ke dalam kapsul dan diproduksi oleh CV. Syifa Herbal Alami. Habbasyifa sendiri ternyata diambil dari Habbasyi yang diperoleh dari proses cold pressure atau proses melakukan tekanan pada suhu paling rendah sehingga akan menghasilkan minyak yang berkualitas tinggi dan bermanfaat.<br><br/><br><br/>Kegunaan atau manfaat dari produk ini begitu banyak, bisa dibilang bahwa Minyak Habbasyifa adalah salah satu obat yang multifungsi sehingga bisa menyembuhkan berbagai penyakit, baik secara sadar, maupun penyakit yang tidak diketahui oleh penderita.<br><br/><br><br/>Berikut ini adalah khasiat dan kegunaan atau manfaat dari habbatussauda dalam mengobati penyakit-penyakit tertentu :<br><br/>Menyembuhkan jantung<br><br/>Stroke<br><br/>Gangguan lambung<br><br/>Penyakit liver<br><br/>Penyakit rheumatic dan asam urat<br><br/>Membuang dan menetralisir racun dalam tubuh<br><br/>Memperbaiki sistem saluran pencernaan dan pernafasan, gangguan asam<br><br/>Menyeimbangkan hormone<br><br/>Penguat system kekebalan tubuh<br><br/>Anti tumor/kanker dan peradangan<br><br/>Memperkuat daya ingat dan konsentrasi<br><br/>Mencegah batu ginjal<br><br/>Menormalkan tekanan darah<br><br/>Menurunkan kolesterol<br><br/>Meningkatkan produksi ASI<br><br/>Mencegah penyumbatan pembuluh darah<br><br/>Dll<br><br/><br><br/>Aturan Pakai:<br><br/>Kesehatan &amp; stamina : 1 kapsul / hari<br><br/>Penyakit ringan : 2 kapsul / hari<br><br/>Penyakit kronis : 3 kapsul / hari<br><br/>Anak-anak : 1 kapsul / hari"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3ul7y65,PATEN OBAT AMBIENT - Obat wasir ambien Original - Wasir Ambiyen - Wasir ambeien -  Obat wasir Asli - Obat wasir original PATEN - BAB berdarah,Produk Kesehatan Lainnya,Baru,5,29,9595872,35,200565,0,99900,99900,0,"Mengobati wasir sampai tuntas<br><br/>Mengobati wasir berdarah<br><br/>Mengempiskan benjolan wasir<br><br/>Melunakkan feses<br><br/>Mengobati rasa nyeri pada dubur<br><br/><br><br/>Komposisi<br><br/>Ektrak Graptophylli Folium 14mg<br><br/>Ekstrak Citrus sinensis fructus 50mg<br><br/>(Mengandung Bioflavonoid 50mg)<br><br/><br><br/>Cara pemakaian<br><br/>Minum secara teratur 2x sehari 1 kapsul<br><br/><br><br/>HEMOROGARD merupakan kombinasi dari Daun Ungu dan Kulit Jeruk Nipis yang telah digunakan secara turun temurun. Daun Ungu memiliki khasiat sebagai antiradang dan penghilang rasa sakit (analgesik) <br><br/><br><br/>sehingga dapat mengobati pembengkakan yang menyertai wasir juga mengurangi rasa nyeri, kemerahan, panas dan pendarahan pada anus. <br><br/><br><br/>Sedangkan Kulit Jeruk nipis mengandung senyawa BioFlavonoid yang bermanfaat untuk kekebalan tubuh dan melawan infeksi. <br><br/><br><br/>Sehingga kombinasi antara daun ungu dan kulit jeruk nipis yang terdapat dalam setiap kapsul Hemorogard memberikan kerja maksimal dalam menyembuhkan ambeien secara tuntas. <br><br/><br><br/>Nama produk tidak tercantum pada keterangan di alamat depan untuk menjaga etika"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3ul7mx0,HEMOROGARD - Obat Wasir Alami ambien Original - Atasi Wasir Sakit Ambiyen - Wasir ambeien -  kapsul wasir - Obat Benjolan - sakit Ambient obat ambient,Produk Kesehatan Lainnya,Baru,4.8,5,9595901,21,200536,0,99900,99900,0,"Mengobati wasir sampai tuntas<br><br/>Mengobati wasir berdarah<br><br/>Mengempiskan benjolan wasir<br><br/>Melunakkan feses<br><br/>Mengobati rasa nyeri pada dubur<br><br/><br><br/>Komposisi<br><br/>Ektrak Graptophylli Folium 14mg<br><br/>Ekstrak Citrus sinensis fructus 50mg<br><br/>(Mengandung Bioflavonoid 50mg)<br><br/><br><br/>Cara pemakaian<br><br/>Minum secara teratur 2x sehari 1 kapsul<br><br/><br><br/>HEMOROGARD merupakan kombinasi dari Daun Ungu dan Kulit Jeruk Nipis yang telah digunakan secara turun temurun. Daun Ungu memiliki khasiat sebagai antiradang dan penghilang rasa sakit (analgesik) <br><br/><br><br/>sehingga dapat mengobati pembengkakan yang menyertai wasir juga mengurangi rasa nyeri, kemerahan, panas dan pendarahan pada anus. <br><br/><br><br/>Sedangkan Kulit Jeruk nipis mengandung senyawa BioFlavonoid yang bermanfaat untuk kekebalan tubuh dan melawan infeksi. <br><br/><br><br/>Sehingga kombinasi antara daun ungu dan kulit jeruk nipis yang terdapat dalam setiap kapsul Hemorogard memberikan kerja maksimal dalam menyembuhkan ambeien secara tuntas. <br><br/><br><br/>Nama produk tidak tercantum pada keterangan di alamat depan untuk menjaga etika"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3ukbol2,BPOM Obat wasir ambien Original - Atasi Wasir Sakit Ambiyen - Wasir ambeien -  Obat wasir Asli - Obat Benjolan - sakit Ambient obat ambient,Produk Kesehatan Lainnya,Baru,5,10,1000,9,200662,0,149900,149900,0,"ORIGINAL PRODUK.!!!!!!<br><br/>GRAB IT FAST !!<br><br/>PATEN SEMBUHKAN WASIR &amp; AMBIEN<br><br/><br><br/><br><br/>1 box isi 40 kapsul<br><br/><br><br/>BPOM. TR. 193331351<br><br/><br><br/>produk HALAL<br><br/><br><br/>Ambedoc adalah obat ambeien/ wasir herbal yang terbuat dari 100% ekstrak daun ungu PREMIUM. Seperti telah kami terangkan di atas, daun ungu memiliki khasiat yang ampuh dalam menyembuhkan penyakit wasir atau ambeien.<br><br/><br><br/>Kenapa Premium?<br><br/>Perbandingan ekstraksi daun ungu pada AMBEDOC menjadi sebuah kapsul memiliki rasio 10:1, lebih tinggi dari produk sejenis dipasaran. Artinya 1 kapsulnya mempunyai khasiat lebih tinggi dari rata-rata produk sejenis."
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uibof0,BPOM Obat wasir ambien Original - Atasi Wasir Sakit Ambiyen - Wasir ambeien -  Obat wasir Asli - Obat Benjolan - wasir original,Produk Kesehatan Lainnya,Baru,5,6,9595869,6,200568,0,149900,149900,0,"ORIGINAL PRODUK.!!!!!!<br><br/>GRAB IT FAST !!<br><br/>PATEN SEMBUHKAN WASIR &amp; AMBIEN<br><br/><br><br/><br><br/>1 box isi 40 kapsul<br><br/><br><br/>BPOM. TR. 193331351<br><br/><br><br/>produk HALAL<br><br/><br><br/>Ambedoc adalah obat ambeien/ wasir herbal yang terbuat dari 100% ekstrak daun ungu PREMIUM. Seperti telah kami terangkan di atas, daun ungu memiliki khasiat yang ampuh dalam menyembuhkan penyakit wasir atau ambeien.<br><br/><br><br/>Kenapa Premium?<br><br/>Perbandingan ekstraksi daun ungu pada AMBEDOC menjadi sebuah kapsul memiliki rasio 10:1, lebih tinggi dari produk sejenis dipasaran. Artinya 1 kapsulnya mempunyai khasiat lebih tinggi dari rata-rata produk sejenis."
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uhqjn8,HAIR TONIC BMKS penumbuh rambut - penumbuh jambang - penumbuh jenggot - penumbuh kumis - bulu mata - Wak Doyok Original - Minyak kemiri - Wakdoyok,Produk Kesehatan Lainnya,Baru,5,206,999,242,367990,0,79100,79100,0,"HAIR TONIC KEMIRI BY BMKS<br><br/>BPOM NA18181000090<br><br/>Netto : 100 ml<br><br/><br><br/>BMKS Hair Tonic Kemiri BPOM<br><br/><br><br/>Manfaat BMKS hair tonic Kemiri :<br><br/>- Sangat baik untuk balita sampai dewasa guna merangsang pertumbuhan rambut<br><br/>- Menyuburkan &amp; menebalkan rambut/alis<br><br/>- Merawat rambut agar tetap sehat dan lebih hitam<br><br/>- Menguatkan pertumbuhan akar rambut<br><br/>- Mencegah dan mengurangi rambut rontok, rapuh dah kusam<br><br/>- Menghilangkan ketombe yg membandel<br><br/>- Memberi Nutrisi pada kulit agar kulit kepala tetap sehat, rambut berkilau dan mudah ditata<br><br/><br><br/><br><br/>BMKS HAIR TONIC berkerja sampai ke akar rambut dengan sensani dingin dan menyegarkan, hanya dengan pemakaian selama 7 hari untuk masalah rambut diatas dapat teratasi.<br><br/><br><br/>Cara Pakai :<br><br/>- Oleskan atau semprotkan ke kulit kepala atau akar rambut yang sudah bersih sambil dipijat pelan2.. untuk hasil maksimal gunakan 2x sehari pagi dan malam."
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uhq09l,Hair Tonic BMKS Natural BPOM Original - Black Magic Kemiri Natural  Candlenut Oil BPOM Original,Produk Kesehatan Lainnya,Baru,5,15,9488155,32,337414,0,79100,79100,0,"HAIR TONIC KEMIRI BY BMKS<br><br/>BPOM NA18181000090<br><br/>Netto : 100 ml<br><br/><br><br/>BMKS Hair Tonic Kemiri BPOM<br><br/><br><br/>Manfaat BMKS hair tonic Kemiri :<br><br/>- Sangat baik untuk balita sampai dewasa guna merangsang pertumbuhan rambut<br><br/>- Menyuburkan &amp; menebalkan rambut/alis<br><br/>- Merawat rambut agar tetap sehat dan lebih hitam<br><br/>- Menguatkan pertumbuhan akar rambut<br><br/>- Mencegah dan mengurangi rambut rontok, rapuh dah kusam<br><br/>- Menghilangkan ketombe yg membandel<br><br/>- Memberi Nutrisi pada kulit agar kulit kepala tetap sehat, rambut berkilau dan mudah ditata<br><br/><br><br/><br><br/>BMKS HAIR TONIC berkerja sampai ke akar rambut dengan sensani dingin dan menyegarkan, hanya dengan pemakaian selama 7 hari untuk masalah rambut diatas dapat teratasi.<br><br/><br><br/>Cara Pakai :<br><br/>- Oleskan atau semprotkan ke kulit kepala atau akar rambut yang sudah bersih sambil dipijat pelan2.. untuk hasil maksimal gunakan 2x sehari pagi dan malam."
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uhp7b8,Nature Republic shooting & Moisture ALOE VERA ASLI - ekstrak Lidah buaya gel masker - ALOE VERA ORIGINAL ALOEVERA,Masker Wajah Wanita,Baru,4.9,56,9623423,47,202145,0,99900,99900,0,NATURE REPUBLIC Soothing &amp; Moisture Aloe Vera 92% Gel 300ml<br><br/><br><br/>READY STOCK (Tidak PO)<br><br/>Expired Masih lama<br><br/>Jamin 100% Original Korea (Gak Ori Uang Kembali)<br><br/><br><br/>Membantu menutrisi kulit secara aktif;<br><br/>Menjaga kelembaban kulit;<br><br/>Mengurangi efek panas matahari terhadap permukaan kulit wajah;<br><br/>Membantu mencerahkan kulit;<br><br/>Mencegah dan mengurangi keriput;<br><br/>Menghilangkan flek-flek hitam pada kulit;<br><br/>Mengatasi masalah jerawat yang sulit diatasi;<br><br/>Memperkecil pori-pori di wajah;<br><br/>Mempercantik kulit dan menjaga agar tetap sehat.<br><br/><br><br/>#1 Sebagai Pelembab dan Masker Wajah<br><br/>#2 Sebagai Base Make Up<br><br/>#3 Sebagai Shave Gel<br><br/>#4 Sebagai Gel Perawatan Rambut<br><br/>#5 Sebagai Masker Mata<br><br/>#6 Sebagai Essence Untuk Merawat Kuku<br><br/>#7 Sebagai Body Lotion<br><br/>#8 Sebagai Gel untuk Mengatasi Kulit Sensitif<br><br/><br><br/>HARAP ATC BUBBLE WRAP AGAR PACKINGAN LEBIH AMAN
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uhp1lo,Nature Republic shooting & Moisture ALOE VERA gel - Masker muka wajah - masker kulit - pencerahan wajah Glossy - wajah kulit Glowing,Masker Wajah Wanita,Baru,4.6,20,9459685,85,365884,0,99900,99900,0,NATURE REPUBLIC Soothing &amp; Moisture Aloe Vera 92% Gel 300ml<br><br/><br><br/>READY STOCK (Tidak PO)<br><br/>Expired Masih lama<br><br/>Jamin 100% Original Korea (Gak Ori Uang Kembali)<br><br/><br><br/>Membantu menutrisi kulit secara aktif;<br><br/>Menjaga kelembaban kulit;<br><br/>Mengurangi efek panas matahari terhadap permukaan kulit wajah;<br><br/>Membantu mencerahkan kulit;<br><br/>Mencegah dan mengurangi keriput;<br><br/>Menghilangkan flek-flek hitam pada kulit;<br><br/>Mengatasi masalah jerawat yang sulit diatasi;<br><br/>Memperkecil pori-pori di wajah;<br><br/>Mempercantik kulit dan menjaga agar tetap sehat.<br><br/><br><br/>#1 Sebagai Pelembab dan Masker Wajah<br><br/>#2 Sebagai Base Make Up<br><br/>#3 Sebagai Shave Gel<br><br/>#4 Sebagai Gel Perawatan Rambut<br><br/>#5 Sebagai Masker Mata<br><br/>#6 Sebagai Essence Untuk Merawat Kuku<br><br/>#7 Sebagai Body Lotion<br><br/>#8 Sebagai Gel untuk Mengatasi Kulit Sensitif<br><br/><br><br/>HARAP ATC BUBBLE WRAP AGAR PACKINGAN LEBIH AMAN
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uhnotk,Masker wajah - masker Spirulina - Masker spriluna - Organic Natural - Masker muka wajah - masker kulit - pencerahan wajah Glossy - wajah kulit Glowing,Masker Wajah Wanita,Baru,5,50,9623192,66,202377,0,89100,89100,0,"MASKER NATURAL HERBAL BY SPIRULINA<br><br/>1 Botol isi 100 Kapsul<br><br/><br><br/>Bahan Premium punya, kapsul tidak akan kempes, isi penuh, serta dapat kemasan botolnya juag<br><br/><br><br/>Masker Spirulina Organic Natural Herbal adalah masker wajah alami yang terbuat dari bahan dasar ganggang hijau yang sangat langka dengan kandungan gizi nutrisi, zat anti oksidan B1, B5, B6 dan C serta kandungan gamma linoleic acid dan 18 asam amino esensial pada masker spirulina yang sangat bermanfaat untuk menjaga kesehatan dan kelembaban sel kulit dan otot pada wajah anda.<br><br/><br><br/>Manfaat Masker Spirulina Organic Natural Herbal :<br><br/> Memberikan nutrisi pada kulit wajah<br><br/> Mengencangkan kulit wajah<br><br/> Menghaluskan kulit wajah<br><br/> Mempertahankan kekenyalan kulit wajah<br><br/> Mengurangi kandungan minyak berlebih pada kulit wajah<br><br/> Menghilangkan jerawat<br><br/> Menghilangkan flek hitam, bekas jerawat maupun kerutan pada kulit wajah<br><br/> Menghambat penuaan dini<br><br/> Mengangkat sel kulit mati<br><br/><br><br/>Cara Pemakaian Masker Spirulina Organic Natural Herbal :<br><br/> Bersihkan wajah terlebih dahulu sebelum pemakaian masker. Buka 2-3 butir kapsul spirulina dan tuangkan isinya ke mangkok kecil.<br><br/> Tambahkan sedikit air hangat ke dalam mangkok yang sudah berisi serbuk spirulina (kurang lebih 1 sendok makan). Lalu aduk sampai merata.<br><br/> Oleskan merata ke seluruh bagian wajah selain bagian mata dan bibir dengan menggunakan kuas masker.<br><br/> Diamkan hingga 15-20 menit sampai masker mengering, lalu bilas dengan air bersih."
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uhng9d,Masker wajah - masker Spirulina - Masker spriluna - Organic Natural herbal - Masker muka wajah - masker kulit - masker pencerahan wajah Glowing,Masker Wajah Wanita,Baru,5,14,999997,50,202203,0,89100,89100,0,"MASKER NATURAL HERBAL BY SPIRULINA<br><br/>1 Botol isi 100 Kapsul<br><br/><br><br/>Bahan Premium punya, kapsul tidak akan kempes, isi penuh, serta dapat kemasan botolnya juag<br><br/><br><br/>Masker Spirulina Organic Natural Herbal adalah masker wajah alami yang terbuat dari bahan dasar ganggang hijau yang sangat langka dengan kandungan gizi nutrisi, zat anti oksidan B1, B5, B6 dan C serta kandungan gamma linoleic acid dan 18 asam amino esensial pada masker spirulina yang sangat bermanfaat untuk menjaga kesehatan dan kelembaban sel kulit dan otot pada wajah anda.<br><br/><br><br/>Manfaat Masker Spirulina Organic Natural Herbal :<br><br/> Memberikan nutrisi pada kulit wajah<br><br/> Mengencangkan kulit wajah<br><br/> Menghaluskan kulit wajah<br><br/> Mempertahankan kekenyalan kulit wajah<br><br/> Mengurangi kandungan minyak berlebih pada kulit wajah<br><br/> Menghilangkan jerawat<br><br/> Menghilangkan flek hitam, bekas jerawat maupun kerutan pada kulit wajah<br><br/> Menghambat penuaan dini<br><br/> Mengangkat sel kulit mati<br><br/><br><br/>Cara Pemakaian Masker Spirulina Organic Natural Herbal :<br><br/> Bersihkan wajah terlebih dahulu sebelum pemakaian masker. Buka 2-3 butir kapsul spirulina dan tuangkan isinya ke mangkok kecil.<br><br/> Tambahkan sedikit air hangat ke dalam mangkok yang sudah berisi serbuk spirulina (kurang lebih 1 sendok makan). Lalu aduk sampai merata.<br><br/> Oleskan merata ke seluruh bagian wajah selain bagian mata dan bibir dengan menggunakan kuas masker.<br><br/> Diamkan hingga 15-20 menit sampai masker mengering, lalu bilas dengan air bersih."
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uhmder,SALE Cream BMKS penumbuh rambut - penumbuh jambang - penumbuh jenggot - penumbuh kumis - bulu mata - Wak Doyok Original - Minyak kemiri - Wakdoyok,Produk Kesehatan Lainnya,Baru,5,45,9524218,49,301351,0,67500,67500,0,"MINYAK KEMIRI BY BMKS<br><br/>BPOM NA18191005576<br><br/>Netto : 100ml<br><br/><br><br/>BMKS Minyak Kemiri/Black Magic Minyak Kemiri <br><br/>Mulai dari rambut kusam, rambut bercabang,sampai dengan penumbuh rambut untuk anda yg mengalami kebotakan.<br><br/>minyak kemiri ampuh untuk mengatasi semua permasalahan rambut.<br><br/><br><br/>Manfaat kemiri :<br><br/>- Menyuburkan rambut<br><br/>- Menumbuhkan kembali rambut<br><br/>- Menebalkan rambut<br><br/>- Menghilangkan ketombe<br><br/>- Mengatasi kerontokan rambut<br><br/><br><br/>Cara Pakai BMKS Minyak Kemiri Original :<br><br/>1. Oleskan merata pada rambut dan kulit kepala sambil dipijat ringan<br><br/>2. Diamkan selama 30 menit s/d 1 jam kemudian cuci dengan Shampoo hingga bersih.<br><br/>Jangan didiamkan lebih dari 1 jam, untuk mencegah rambut lepek.<br><br/>3. Untuk perawatan intensif, lakukan secara rutin minimal 4 kali dalam satu minggu, hasil akan nampak dalam pemakaian 2-4 minggu...<br><br/><br><br/>Lakukan secara rutin minimal 4 kali dalam seminggu.<br><br/>Untuk hasil maksimal, pakai bareng BMKS Shampoo BPOM &amp; BMKS Conditioner BPOM.<br><br/><br><br/><br><br/>note : aman untuk anak dan dewasa"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3uhm4jv,PROMO minyak BMKS penumbuh rambut - penumbuh jambang - penumbuh jenggot - penumbuh kumis - bulu mata - Wak Doyok Original - Minyak kemiri - Wakdoyok,Produk Kesehatan Lainnya,Baru,4.9,33,9520855,52,304714,0,67500,67500,0,"MINYAK KEMIRI BY BMKS<br><br/>BPOM NA18191005576<br><br/>Netto : 100ml<br><br/><br><br/>BMKS Minyak Kemiri/Black Magic Minyak Kemiri <br><br/>Mulai dari rambut kusam, rambut bercabang,sampai dengan penumbuh rambut untuk anda yg mengalami kebotakan.<br><br/>minyak kemiri ampuh untuk mengatasi semua permasalahan rambut.<br><br/><br><br/>Manfaat kemiri :<br><br/>- Menyuburkan rambut<br><br/>- Menumbuhkan kembali rambut<br><br/>- Menebalkan rambut<br><br/>- Menghilangkan ketombe<br><br/>- Mengatasi kerontokan rambut<br><br/><br><br/>Cara Pakai BMKS Minyak Kemiri Original :<br><br/>1. Oleskan merata pada rambut dan kulit kepala sambil dipijat ringan<br><br/>2. Diamkan selama 30 menit s/d 1 jam kemudian cuci dengan Shampoo hingga bersih.<br><br/>Jangan didiamkan lebih dari 1 jam, untuk mencegah rambut lepek.<br><br/>3. Untuk perawatan intensif, lakukan secara rutin minimal 4 kali dalam satu minggu, hasil akan nampak dalam pemakaian 2-4 minggu...<br><br/><br><br/>Lakukan secara rutin minimal 4 kali dalam seminggu.<br><br/>Untuk hasil maksimal, pakai bareng BMKS Shampoo BPOM &amp; BMKS Conditioner BPOM.<br><br/><br><br/><br><br/>note : aman untuk anak dan dewasa"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3u2a2sb,Kapsul Angkak beras merah - MENGATASI Tipes Demam tinggi berdarah DBD strok melancarkan pencernaan Sirkulasi dll,Herbal,Baru,4.9,14,9887018,18,112982,0,79100,79100,0,"Kapsul Angkak AMH ASLI<br><br/>Isi : 60 kapsul @500mg<br><br/><br><br/>Angkak atau beras merah merupakan produk fermentasi beras yang difermentasikan selama sepekan dengan cendawan/kapang Monascus purpureus.<br><br/>Beras yang semula putih berubah warna menjadi merah gelap.<br><br/><br><br/>Berkhasiat :<br><br/>1. Mengobati DBD &amp; Tipes<br><br/>2. menghambat produksi kolesterol dalam tubuh<br><br/>3. melancarkan pencernaan dan sirkulasi darah<br><br/>4. menurunkan tekanan darah tinggi<br><br/>5. meningkatkan jumlah trombosit darah<br><br/>6. mengobati luka dalam akibat pukulan, benturan atau jatuh, serta memperlancar dan mengurangi rasa nyeri pada saat haid.<br><br/><br><br/>Komposisi:<br><br/>- Angkak / Beras merah (Red Yeast Rice)"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3u29ruu,Kapsul Angkak beras merah - MENGATASI Tipes DBD kolesterol tekanan darah tinggi mengobati luka trombosit dll,Herbal,Baru,4.8,19,9865004,14,134996,0,79100,79100,0,"Kapsul Angkak AMH ASLI<br><br/>Isi : 60 kapsul @500mg<br><br/><br><br/>Angkak atau beras merah merupakan produk fermentasi beras yang difermentasikan selama sepekan dengan cendawan/kapang Monascus purpureus.<br><br/>Beras yang semula putih berubah warna menjadi merah gelap.<br><br/><br><br/>Berkhasiat :<br><br/>1. Mengobati DBD &amp; Tipes<br><br/>2. menghambat produksi kolesterol dalam tubuh<br><br/>3. melancarkan pencernaan dan sirkulasi darah<br><br/>4. menurunkan tekanan darah tinggi<br><br/>5. meningkatkan jumlah trombosit darah<br><br/>6. mengobati luka dalam akibat pukulan, benturan atau jatuh, serta memperlancar dan mengurangi rasa nyeri pada saat haid.<br><br/><br><br/>Komposisi:<br><br/>- Angkak / Beras merah (Red Yeast Rice)"
354085936,portal_grosir_herbal,Portal Grosir Herbal,Recommended Seller,platinum,3u27j7s,BPOM Minyak ikan salmon - Kapsul squalene fish oil - Ekstrak minyak ikan Omega 3 - omega 6 - omega 9 - omega3 - IKAN SALMON EKSTRAK,Herbal,Baru,5,20,9893868,21,106132,0,59100,59100,0,"Sekilas Info : <br><br/>- 1 Kg Bisa Muat 25 Botol<br><br/><br><br/>Kapsul Minyak Ikan Salmon<br><br/>Isi : 50 Kapsul<br><br/>POM SI 164 307 511<br><br/>Dikemas Oleh : ADD-DAWA' <br><br/>Diimpor oleh : PT. SSA JAKARTA<br><br/><br><br/>Komposisi :<br><br/>Minyak Ikan Salmon 100%<br><br/><br><br/>Aturan pakai :<br><br/>Penyembuhan : 3x2 kapsul/hari<br><br/>Penjagaan : 3x1 kapsul/hari<br><br/>Balita : 1 kapsul/hari<br><br/><br><br/>Kandungan &amp; khasiat minyak ikan salmon :<br><br/>- Omega 3 hingga 70% yang dapat menurunkan kolesterol buruk (LDL) dan menaikan kolesterol baik (HDL)<br><br/>- Meningkatkan sel-sel darah merah hingga 47%<br><br/>- Memperbaiki retina mata<br><br/>- Menanggulangi ashma<br><br/>- DHA yang dapat mempertajam daya pikir, sehingga tidak mudah lupa dan cerdas<br><br/>- EPA yang mampu mencegah kanker, pembekuan darah, stroke, hipertensi<br><br/>- Karatenoid astaxanthin, zat anti aging, dan antioksidan yang berlipat gandalebih kuat dengan vitamin C da Vitamin E<br><br/>- Sumber protein untuk masa pertumbuhan anak dan pembentukan badan yang berisi<br><br/>- Vitamin A dan D"
